
ACE v2.6 

  instance
    name:SameQueensKnights-b-25_c24
    args:/work/19333037_787/SameQueensKnights-b-25_c24.xml -rr=true -rlog=false -npc=true

 ...Parsing /work/19333037_787/SameQueensKnights-b-25_c24.xml

 ...Loading variables

 ...Loading constraints

  domains
    types:21  values:113,709  sizes:[2:1250,3:625,5:4,7:8...181:24,185:16,189:8,193:1]
  variables
    count:3,127  auxiliary:1,250  arrays:[x:625,aux_gb:1250,_ax_:1250]  degrees:[2:2500,3:2,78:4,79:8...102:24,104:16,106:8,108:1]
  constraints
    count:3,754  specific:3,754  postponable:2  groups:2  arities:[2:2502,3:4,4:8,5:88...93:16,95:8,97:1,626:2]
    objective:[SumSimpleGE,SumSimpleLE]
    non_unary:[LogicTree:1250,Reif2EQ:1250,STR0a-Table:12,SumWeightedEQ:1240]
    tables:[9:4,27:8]  tuples:252
    extStructures:(12,shared:0)
    wck:1.14  cpu:1.533  mem:671M88
  objective
    way:max  type:SumSimpleGE  arity:2  bounds:0..50

 ...Building solver

  solver
    nNotAC:1,240  decoder:Decoder1
    wck:1.22  cpu:1.601  mem:721M420

  preprocessing
    entailed:2  values:113,709  unsat:false
    wck:0.011  cpu:1.613  mem:721M420

  search
o 0   1.51  ham=0 (0 0 0 0)  opth=0
o 1   1.51  ham=77 (1 74 1 1)  opth=1
o 2   1.52  ham=131 (2 124 2 3)  opth=2
o 3   1.52  ham=79 (1 76 1 1)  opth=1
o 4   1.53  ham=79 (1 76 1 1)  opth=1
o 5   1.53  ham=79 (1 76 1 1)  opth=1
o 6   1.54  ham=79 (1 76 1 1)  opth=1
o 7   1.54  ham=79 (1 76 1 1)  opth=1
o 8   1.55  ham=79 (1 76 1 1)  opth=1
o 9   1.55  ham=79 (1 76 1 1)  opth=1
o 10   1.56  ham=79 (1 76 1 1)  opth=1
    run1  dpts:615..625  robin:PickOnDom-First  effs:64,282  asgs:(653,noefs=0,fails=9)  fails:9  wrgs:10  wck:0.34  ngds:2  sols:11  bounds:11..50
o 25   2.14  ham=696 (35 625 1 35)  opth=1
o 26   2.26  ham=194 (3 187 1 3)  opth=1
o 27   2.76  ham=380 (8 362 1 9)  opth=1
o 28   2.88  ham=474 (13 447 1 13)  opth=1
o 29   3.01  ham=294 (11 271 1 11)  opth=1
    run2  dpts:20..29  robin:WdegOnDom-Last  effs:417,996  asgs:(159,noefs=3,fails=50)  fails:59  wrgs:89  wck:2.02  ngds:9  sols:16  bounds:30..50
o 30   3.37  ham=874 (56 759 2 57)  opth=2
o 31   3.39  ham=424 (10 401 2 11)  opth=2
o 32   3.39  ham=221 (3 214 1 3)  opth=1
o 33   3.39  ham=97 (1 94 1 1)  opth=1
    run3  dpts:37..51  robin:FrbaOnDom-Rand  effs:490,907  asgs:(179,noefs=1,fails=50)  fails:109  wrgs:192  wck:2.20  ngds:11  sols:20  bounds:34..50
    run4  dpts:586..610  robin:Wdeg-First  effs:678,534  asgs:(971,noefs=4,fails=50)  fails:159  wrgs:540  wck:2.71  ngds:18  sols:20  bounds:34..50
    run5  dpts:20..30  robin:PickOnDom-Last  effs:791,531  asgs:(117,noefs=1,fails=52)  fails:211  wrgs:603  wck:3.31  ngds:25  sols:20  bounds:34..50
    run6  dpts:32..58  robin:WdegOnDom-Rand  effs:865,335  asgs:(190,noefs=1,fails=55)  fails:266  wrgs:702  wck:3.46  ngds:30  sols:20  bounds:34..50
    run7  dpts:1187..1209  robin:FrbaOnDom-First  effs:1,017,917  asgs:(1409,noefs=3,fails=57)  fails:323  wrgs:892  wck:4.02  ngds:35  sols:20  bounds:34..50
    run8  dpts:23..32  robin:Wdeg-Last  effs:1,139,346  asgs:(151,noefs=2,fails=60)  fails:383  wrgs:963  wck:4.70  ngds:53  sols:20  bounds:34..50
    run9  dpts:54..72  robin:PickOnDom-Rand  effs:1,478,478  asgs:(197,noefs=7,fails=63)  fails:446  wrgs:1,070  wck:5.98  ngds:64  sols:20  bounds:34..50
    run10  dpts:1200..1214  robin:WdegOnDom-First  effs:1,647,105  asgs:(1441,noefs=0,fails=67)  fails:513  wrgs:1,252  wck:6.44  ngds:69  sols:20  bounds:34..50
    run11  dpts:20..32  robin:FrbaOnDom-Last  effs:1,714,375  asgs:(158,noefs=17,fails=70)  fails:583  wrgs:1,365  wck:6.59  ngds:85  sols:20  bounds:34..50
    run12  dpts:24..37  robin:Wdeg-Rand  effs:1,761,400  asgs:(238,noefs=4,fails=73)  fails:656  wrgs:1,503  wck:6.76  ngds:89  sols:20  bounds:34..50
    run13  dpts:633..646  robin:PickOnDom-First  effs:1,930,456  asgs:(899,noefs=9,fails=77)  fails:733  wrgs:1,749  wck:7.15  ngds:91  sols:20  bounds:34..50
 ...Starting SOS
o 34   8.50  ham=83 (1 80 1 1)  opth=1
o 36   8.52  ham=289 (6 276 1 6)  opth=1
o 38   8.53  ham=238 (4 228 2 4)  opth=2
o 39   8.53  ham=79 (1 76 1 1)  opth=1
o 40   8.53  ham=79 (1 76 1 1)  opth=1
    run14  dpts:139..165  robin:WdegOnDom-Last  effs:2,037,377  asgs:(405,noefs=16,fails=81)  fails:814  wrgs:1,918  wck:7.41  ngds:94  sols:25  bounds:41..50
    run15  dpts:135..160  robin:FrbaOnDom-Rand  effs:2,096,802  asgs:(243,noefs=13,fails=50)  fails:864  wrgs:2,007  wck:7.64  ngds:103  sols:25  bounds:41..50
    run16  dpts:132..149  robin:Wdeg-First  effs:2,174,167  asgs:(274,noefs=5,fails=52)  fails:916  wrgs:2,106  wck:7.87  ngds:106  sols:25  bounds:41..50
    run17  dpts:181..201  robin:PickOnDom-Last  effs:2,269,500  asgs:(316,noefs=20,fails=55)  fails:971  wrgs:2,216  wck:8.20  ngds:110  sols:25  bounds:41..50
    run325  dpts:44..64  robin:PickOnDom-First  effs:305,078,519  asgs:(2277,noefs=8,fails=906)  fails:210,623  wrgs:460,219  wck:646.8  ngds:2,276  sols:27  bounds:43..50
    run326  dpts:158..188  robin:WdegOnDom-Last  effs:306,425,441  asgs:(3222,noefs=143,fails=951)  fails:211,574  wrgs:462,425  wck:649.2  ngds:2,282  sols:27  bounds:43..50
    run327  dpts:144..174  robin:FrbaOnDom-Rand  effs:307,192,598  asgs:(2121,noefs=27,fails=998)  fails:212,572  wrgs:463,995  wck:651.3  ngds:2,293  sols:27  bounds:43..50
    run328  dpts:38..63  robin:Wdeg-First  effs:309,293,007  asgs:(3411,noefs=5,fails=1048)  fails:213,620  wrgs:466,678  wck:655.7  ngds:2,299  sols:27  bounds:43..50
    run329  dpts:44..83  robin:PickOnDom-Last  effs:310,146,642  asgs:(2473,noefs=117,fails=1101)  fails:214,721  wrgs:468,443  wck:657.8  ngds:2,308  sols:27  bounds:43..50
    run330  dpts:581..641  robin:WdegOnDom-Rand  effs:313,405,137  asgs:(4689,noefs=2,fails=1156)  fails:215,877  wrgs:471,498  wck:663.9  ngds:2,315  sols:27  bounds:43..50
    run331  dpts:73..123  robin:FrbaOnDom-First  effs:314,512,153  asgs:(2872,noefs=75,fails=1214)  fails:217,091  wrgs:473,864  wck:667.0  ngds:2,327  sols:27  bounds:43..50
    run332  dpts:45..67  robin:Wdeg-Last  effs:315,771,265  asgs:(2696,noefs=188,fails=1274)  fails:218,365  wrgs:475,876  wck:669.0  ngds:2,334  sols:27  bounds:43..50
    run333  dpts:32..78  robin:PickOnDom-Rand  effs:317,226,077  asgs:(3630,noefs=27,fails=1338)  fails:219,703  wrgs:478,766  wck:672.4  ngds:2,340  sols:27  bounds:43..50
    run334  dpts:310..343  robin:WdegOnDom-First  effs:320,014,436  asgs:(5599,noefs=21,fails=1405)  fails:221,108  wrgs:482,957  wck:676.6  ngds:2,347  sols:27  bounds:43..50
    run335  dpts:59..103  robin:FrbaOnDom-Last  effs:321,124,521  asgs:(2750,noefs=46,fails=1475)  fails:222,583  wrgs:484,895  wck:679.8  ngds:2,352  sols:27  bounds:43..50
    run336  dpts:46..71  robin:Wdeg-Rand  effs:323,275,066  asgs:(3847,noefs=21,fails=1549)  fails:224,132  wrgs:487,932  wck:683.3  ngds:2,361  sols:27  bounds:43..50
    run337  dpts:26..51  robin:PickOnDom-First  effs:324,726,436  asgs:(4129,noefs=14,fails=1627)  fails:225,759  wrgs:491,087  wck:685.7  ngds:2,368  sols:27  bounds:43..50
    run338  dpts:899..928  robin:WdegOnDom-Last  effs:326,514,992  asgs:(5133,noefs=28,fails=1708)  fails:227,467  wrgs:494,023  wck:688.8  ngds:2,373  sols:27  bounds:43..50
    run339  dpts:51..89  robin:FrbaOnDom-Rand  effs:328,271,907  asgs:(3713,noefs=153,fails=1793)  fails:229,260  wrgs:496,980  wck:693.7  ngds:2,395  sols:27  bounds:43..50
    run340  dpts:48..73  robin:Wdeg-First  effs:330,639,757  asgs:(4658,noefs=95,fails=1883)  fails:231,143  wrgs:500,826  wck:697.5  ngds:2,404  sols:27  bounds:43..50
    run341  dpts:46..98  robin:PickOnDom-Last  effs:332,550,345  asgs:(4868,noefs=215,fails=1977)  fails:233,120  wrgs:504,420  wck:703.1  ngds:2,416  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run342  dpts:127..155  robin:WdegOnDom-Rand  effs:336,241,586  asgs:(7117,noefs=8,fails=2076)  fails:235,196  wrgs:509,390  wck:709.0  ngds:2,421  sols:27  bounds:43..50
    run343  dpts:38..82  robin:FrbaOnDom-First  effs:338,452,116  asgs:(5573,noefs=117,fails=2180)  fails:237,376  wrgs:513,654  wck:713.5  ngds:2,429  sols:27  bounds:43..50
    run344  dpts:128..159  robin:Wdeg-Last  effs:342,363,263  asgs:(6606,noefs=2,fails=2289)  fails:239,665  wrgs:518,788  wck:720.6  ngds:2,435  sols:27  bounds:43..50
    run345  dpts:135..177  robin:PickOnDom-Rand  effs:345,791,042  asgs:(7902,noefs=18,fails=2403)  fails:242,068  wrgs:525,189  wck:726.9  ngds:2,439  sols:27  bounds:43..50
    run346  dpts:168..211  robin:WdegOnDom-First  effs:350,653,946  asgs:(9798,noefs=262,fails=2524)  fails:244,592  wrgs:532,532  wck:735.0  ngds:2,444  sols:27  bounds:43..50
    run347  dpts:630..663  robin:FrbaOnDom-Last  effs:352,158,522  asgs:(5540,noefs=172,fails=2650)  fails:247,242  wrgs:536,128  wck:737.7  ngds:2,464  sols:27  bounds:43..50
    run348  dpts:92..119  robin:Wdeg-Rand  effs:357,053,425  asgs:(7393,noefs=49,fails=2782)  fails:250,024  wrgs:541,992  wck:745.2  ngds:2,470  sols:27  bounds:43..50
    run349  dpts:95..142  robin:PickOnDom-First  effs:363,551,957  asgs:(12598,noefs=24,fails=2921)  fails:252,945  wrgs:553,330  wck:760.0  ngds:2,476  sols:27  bounds:43..50
    run350  dpts:736..765  robin:WdegOnDom-Last  effs:367,000,796  asgs:(10319,noefs=315,fails=3068)  fails:256,013  wrgs:560,459  wck:765.3  ngds:2,484  sols:27  bounds:43..50
    run351  dpts:203..232  robin:FrbaOnDom-Rand  effs:368,956,539  asgs:(6473,noefs=300,fails=3221)  fails:259,234  wrgs:565,549  wck:768.9  ngds:2,494  sols:27  bounds:43..50
    run352  dpts:34..157  robin:Wdeg-First  effs:375,404,115  asgs:(11065,noefs=0,fails=3382)  fails:262,616  wrgs:575,015  wck:782.9  ngds:2,501  sols:27  bounds:43..50
    run353  dpts:41..78  robin:PickOnDom-Last  effs:377,543,099  asgs:(7119,noefs=656,fails=3551)  fails:266,167  wrgs:580,465  wck:786.5  ngds:2,509  sols:27  bounds:43..50
    run354  dpts:180..216  robin:WdegOnDom-Rand  effs:384,938,830  asgs:(12816,noefs=65,fails=3729)  fails:269,896  wrgs:589,525  wck:799.8  ngds:2,515  sols:27  bounds:43..50
    run355  dpts:173..249  robin:FrbaOnDom-First  effs:389,496,712  asgs:(10207,noefs=316,fails=3915)  fails:273,811  wrgs:597,923  wck:811.1  ngds:2,530  sols:27  bounds:43..50
    run356  dpts:41..71  robin:Wdeg-Last  effs:395,099,551  asgs:(10690,noefs=186,fails=4111)  fails:277,922  wrgs:606,112  wck:821.8  ngds:2,541  sols:27  bounds:43..50
    run357  dpts:33..67  robin:PickOnDom-Rand  effs:398,342,062  asgs:(9835,noefs=184,fails=4317)  fails:282,239  wrgs:613,203  wck:827.1  ngds:2,551  sols:27  bounds:43..50
    run358  dpts:553..584  robin:WdegOnDom-First  effs:422,304,630  asgs:(18374,noefs=0,fails=4532)  fails:286,771  wrgs:627,793  wck:896.3  ngds:2,557  sols:27  bounds:43..50
    run359  dpts:56..101  robin:FrbaOnDom-Last  effs:425,163,820  asgs:(8915,noefs=203,fails=4759)  fails:291,530  wrgs:634,223  wck:903.9  ngds:2,582  sols:27  bounds:43..50
    run360  dpts:33..64  robin:Wdeg-Rand  effs:431,716,010  asgs:(12489,noefs=16,fails=4997)  fails:296,527  wrgs:643,939  wck:916.4  ngds:2,592  sols:27  bounds:43..50
 ...resetting restart cutoff to 70
    run361  dpts:56..76  robin:PickOnDom-First  effs:431,807,389  asgs:(241,noefs=0,fails=70)  fails:296,597  wrgs:644,100  wck:916.7  ngds:2,594  sols:27  bounds:43..50
    run362  dpts:62..85  robin:WdegOnDom-Last  effs:432,026,808  asgs:(463,noefs=33,fails=73)  fails:296,670  wrgs:644,450  wck:917.1  ngds:2,598  sols:27  bounds:43..50
    run363  dpts:68..81  robin:FrbaOnDom-Rand  effs:432,135,654  asgs:(236,noefs=4,fails=77)  fails:296,747  wrgs:644,584  wck:917.5  ngds:2,606  sols:27  bounds:43..50
    run364  dpts:29..39  robin:Wdeg-First  effs:432,251,510  asgs:(231,noefs=0,fails=81)  fails:296,828  wrgs:644,747  wck:917.8  ngds:2,610  sols:27  bounds:43..50
    run365  dpts:56..76  robin:PickOnDom-Last  effs:432,324,391  asgs:(228,noefs=6,fails=85)  fails:296,913  wrgs:644,863  wck:918.1  ngds:2,618  sols:27  bounds:43..50
    run366  dpts:67..95  robin:WdegOnDom-Rand  effs:432,506,265  asgs:(420,noefs=12,fails=89)  fails:297,002  wrgs:645,136  wck:918.4  ngds:2,628  sols:27  bounds:43..50
    run367  dpts:56..69  robin:FrbaOnDom-First  effs:432,642,960  asgs:(267,noefs=6,fails=93)  fails:297,095  wrgs:645,324  wck:918.9  ngds:2,635  sols:27  bounds:43..50
    run368  dpts:26..54  robin:Wdeg-Last  effs:432,763,519  asgs:(283,noefs=0,fails=98)  fails:297,193  wrgs:645,506  wck:919.2  ngds:2,638  sols:27  bounds:43..50
    run369  dpts:55..77  robin:PickOnDom-Rand  effs:432,882,236  asgs:(304,noefs=2,fails=103)  fails:297,296  wrgs:645,704  wck:919.6  ngds:2,644  sols:27  bounds:43..50
    run370  dpts:86..105  robin:WdegOnDom-First  effs:433,026,558  asgs:(433,noefs=2,fails=108)  fails:297,404  wrgs:645,946  wck:919.9  ngds:2,647  sols:27  bounds:43..50
    run371  dpts:60..83  robin:FrbaOnDom-Last  effs:433,134,736  asgs:(282,noefs=0,fails=114)  fails:297,518  wrgs:646,108  wck:920.3  ngds:2,652  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run372  dpts:134..155  robin:Wdeg-Rand  effs:433,340,748  asgs:(477,noefs=11,fails=119)  fails:297,637  wrgs:646,389  wck:920.7  ngds:2,656  sols:27  bounds:43..50
    run373  dpts:139..165  robin:PickOnDom-First  effs:433,710,764  asgs:(694,noefs=0,fails=125)  fails:297,762  wrgs:646,866  wck:921.5  ngds:2,658  sols:27  bounds:43..50
    run374  dpts:133..151  robin:WdegOnDom-Last  effs:433,986,722  asgs:(556,noefs=0,fails=131)  fails:297,893  wrgs:647,162  wck:922.0  ngds:2,662  sols:27  bounds:43..50
    run375  dpts:31..65  robin:FrbaOnDom-Rand  effs:434,194,554  asgs:(473,noefs=0,fails=138)  fails:298,031  wrgs:647,494  wck:922.6  ngds:2,665  sols:27  bounds:43..50
    run376  dpts:93..112  robin:Wdeg-First  effs:434,416,661  asgs:(522,noefs=2,fails=145)  fails:298,176  wrgs:647,840  wck:923.1  ngds:2,670  sols:27  bounds:43..50
    run377  dpts:77..108  robin:PickOnDom-Last  effs:434,726,026  asgs:(542,noefs=9,fails=152)  fails:298,328  wrgs:648,189  wck:923.9  ngds:2,684  sols:27  bounds:43..50
    run378  dpts:166..185  robin:WdegOnDom-Rand  effs:435,027,532  asgs:(718,noefs=3,fails=160)  fails:298,488  wrgs:648,579  wck:924.5  ngds:2,689  sols:27  bounds:43..50
    run379  dpts:240..253  robin:FrbaOnDom-First  effs:435,269,072  asgs:(622,noefs=23,fails=168)  fails:298,656  wrgs:648,880  wck:925.0  ngds:2,693  sols:27  bounds:43..50
    run380  dpts:97..118  robin:Wdeg-Last  effs:435,636,581  asgs:(617,noefs=11,fails=176)  fails:298,832  wrgs:649,275  wck:926.2  ngds:2,699  sols:27  bounds:43..50
    run381  dpts:40..66  robin:PickOnDom-Rand  effs:435,814,576  asgs:(517,noefs=13,fails=185)  fails:299,017  wrgs:649,665  wck:926.6  ngds:2,703  sols:27  bounds:43..50
    run382  dpts:882..900  robin:WdegOnDom-First  effs:436,128,220  asgs:(1610,noefs=37,fails=195)  fails:299,212  wrgs:650,228  wck:927.2  ngds:2,706  sols:27  bounds:43..50
    run383  dpts:288..308  robin:FrbaOnDom-Last  effs:436,312,486  asgs:(665,noefs=21,fails=204)  fails:299,416  wrgs:650,494  wck:927.6  ngds:2,725  sols:27  bounds:43..50
    run384  dpts:32..45  robin:Wdeg-Rand  effs:436,633,713  asgs:(549,noefs=0,fails=215)  fails:299,631  wrgs:650,925  wck:928.2  ngds:2,729  sols:27  bounds:43..50
    run385  dpts:38..55  robin:PickOnDom-First  effs:436,874,759  asgs:(584,noefs=3,fails=225)  fails:299,856  wrgs:651,334  wck:928.6  ngds:2,734  sols:27  bounds:43..50
    run386  dpts:165..199  robin:WdegOnDom-Last  effs:437,065,539  asgs:(828,noefs=39,fails=237)  fails:300,093  wrgs:651,783  wck:929.0  ngds:2,741  sols:27  bounds:43..50
    run387  dpts:200..231  robin:FrbaOnDom-Rand  effs:437,315,695  asgs:(775,noefs=7,fails=248)  fails:300,341  wrgs:652,209  wck:929.7  ngds:2,758  sols:27  bounds:43..50
    run388  dpts:28..45  robin:Wdeg-First  effs:437,797,068  asgs:(720,noefs=2,fails=261)  fails:300,602  wrgs:652,803  wck:930.5  ngds:2,763  sols:27  bounds:43..50
    run389  dpts:59..77  robin:PickOnDom-Last  effs:438,054,640  asgs:(683,noefs=20,fails=274)  fails:300,876  wrgs:653,266  wck:931.3  ngds:2,766  sols:27  bounds:43..50
    run390  dpts:174..223  robin:WdegOnDom-Rand  effs:438,459,474  asgs:(1070,noefs=19,fails=288)  fails:301,164  wrgs:653,909  wck:932.0  ngds:2,771  sols:27  bounds:43..50
    run391  dpts:63..91  robin:FrbaOnDom-First  effs:438,929,928  asgs:(877,noefs=20,fails=302)  fails:301,466  wrgs:654,581  wck:933.4  ngds:2,779  sols:27  bounds:43..50
    run392  dpts:24..48  robin:Wdeg-Last  effs:439,352,450  asgs:(943,noefs=2,fails=317)  fails:301,783  wrgs:655,219  wck:934.3  ngds:2,783  sols:27  bounds:43..50
    run393  dpts:37..65  robin:PickOnDom-Rand  effs:439,652,864  asgs:(882,noefs=8,fails=333)  fails:302,116  wrgs:655,885  wck:935.1  ngds:2,789  sols:27  bounds:43..50
    run394  dpts:508..532  robin:WdegOnDom-First  effs:440,612,976  asgs:(2206,noefs=0,fails=350)  fails:302,466  wrgs:657,211  wck:937.2  ngds:2,795  sols:27  bounds:43..50
    run395  dpts:58..98  robin:FrbaOnDom-Last  effs:440,967,072  asgs:(870,noefs=18,fails=367)  fails:302,833  wrgs:657,817  wck:938.4  ngds:2,800  sols:27  bounds:43..50
    run396  dpts:34..51  robin:Wdeg-Rand  effs:441,497,879  asgs:(1115,noefs=8,fails=386)  fails:303,219  wrgs:658,657  wck:939.6  ngds:2,808  sols:27  bounds:43..50
    run397  dpts:24..59  robin:PickOnDom-First  effs:442,028,394  asgs:(1175,noefs=0,fails=405)  fails:303,624  wrgs:659,616  wck:940.7  ngds:2,811  sols:27  bounds:43..50
    run398  dpts:350..374  robin:WdegOnDom-Last  effs:442,600,938  asgs:(1553,noefs=158,fails=425)  fails:304,049  wrgs:660,560  wck:941.6  ngds:2,819  sols:27  bounds:43..50
    run399  dpts:44..88  robin:FrbaOnDom-Rand  effs:443,073,804  asgs:(1087,noefs=37,fails=446)  fails:304,495  wrgs:661,397  wck:942.8  ngds:2,836  sols:27  bounds:43..50
    run400  dpts:25..43  robin:Wdeg-First  effs:443,964,698  asgs:(1232,noefs=54,fails=469)  fails:304,964  wrgs:662,371  wck:944.3  ngds:2,843  sols:27  bounds:43..50
    run401  dpts:26..52  robin:PickOnDom-Last  effs:444,369,620  asgs:(1158,noefs=57,fails=492)  fails:305,456  wrgs:663,167  wck:945.3  ngds:2,853  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run402  dpts:131..159  robin:WdegOnDom-Rand  effs:445,449,020  asgs:(1902,noefs=3,fails=517)  fails:305,973  wrgs:664,404  wck:947.1  ngds:2,858  sols:27  bounds:43..50
    run403  dpts:25..65  robin:FrbaOnDom-First  effs:446,224,055  asgs:(1571,noefs=14,fails=543)  fails:306,516  wrgs:665,600  wck:948.9  ngds:2,864  sols:27  bounds:43..50
    run404  dpts:131..157  robin:Wdeg-Last  effs:447,184,307  asgs:(1751,noefs=4,fails=570)  fails:307,086  wrgs:666,874  wck:950.7  ngds:2,870  sols:27  bounds:43..50
    run405  dpts:135..165  robin:PickOnDom-Rand  effs:448,211,543  asgs:(2117,noefs=0,fails=599)  fails:307,685  wrgs:668,517  wck:952.6  ngds:2,875  sols:27  bounds:43..50
    run406  dpts:161..208  robin:WdegOnDom-First  effs:449,208,485  asgs:(2387,noefs=106,fails=628)  fails:308,313  wrgs:670,179  wck:954.3  ngds:2,879  sols:27  bounds:43..50
    run407  dpts:271..293  robin:FrbaOnDom-Last  effs:449,740,237  asgs:(1526,noefs=68,fails=660)  fails:308,973  wrgs:671,152  wck:955.4  ngds:2,890  sols:27  bounds:43..50
    run408  dpts:104..126  robin:Wdeg-Rand  effs:450,819,483  asgs:(2047,noefs=11,fails=693)  fails:309,666  wrgs:672,758  wck:957.2  ngds:2,894  sols:27  bounds:43..50
    run409  dpts:94..121  robin:PickOnDom-First  effs:452,294,219  asgs:(2721,noefs=18,fails=728)  fails:310,394  wrgs:675,081  wck:960.5  ngds:2,905  sols:27  bounds:43..50
    run410  dpts:887..912  robin:WdegOnDom-Last  effs:453,179,388  asgs:(3229,noefs=63,fails=764)  fails:311,158  wrgs:676,823  wck:961.9  ngds:2,911  sols:27  bounds:43..50
    run411  dpts:233..259  robin:FrbaOnDom-Rand  effs:453,651,594  asgs:(1740,noefs=82,fails=802)  fails:311,960  wrgs:678,038  wck:962.9  ngds:2,914  sols:27  bounds:43..50
    run412  dpts:111..139  robin:Wdeg-First  effs:455,666,854  asgs:(2866,noefs=3,fails=842)  fails:312,802  wrgs:680,333  wck:968.2  ngds:2,919  sols:27  bounds:43..50
    run413  dpts:50..81  robin:PickOnDom-Last  effs:456,290,248  asgs:(1914,noefs=63,fails=884)  fails:313,686  wrgs:681,653  wck:969.3  ngds:2,926  sols:27  bounds:43..50
    run414  dpts:165..203  robin:WdegOnDom-Rand  effs:457,938,944  asgs:(3599,noefs=35,fails=929)  fails:314,615  wrgs:684,254  wck:972.2  ngds:2,932  sols:27  bounds:43..50
    run415  dpts:129..168  robin:FrbaOnDom-First  effs:458,794,140  asgs:(2329,noefs=153,fails=975)  fails:315,590  wrgs:686,163  wck:974.0  ngds:2,944  sols:27  bounds:43..50
    run416  dpts:34..67  robin:Wdeg-Last  effs:459,954,210  asgs:(2932,noefs=2,fails=1024)  fails:316,614  wrgs:688,342  wck:976.2  ngds:2,951  sols:27  bounds:43..50
    run417  dpts:57..88  robin:PickOnDom-Rand  effs:460,981,427  asgs:(2896,noefs=28,fails=1075)  fails:317,689  wrgs:690,569  wck:978.5  ngds:2,955  sols:27  bounds:43..50
    run418  dpts:652..984  robin:WdegOnDom-First  effs:464,267,428  asgs:(4932,noefs=33,fails=1129)  fails:318,818  wrgs:694,071  wck:987.6  ngds:2,960  sols:27  bounds:43..50
    run419  dpts:65..119  robin:FrbaOnDom-Last  effs:465,034,467  asgs:(2242,noefs=74,fails=1185)  fails:320,003  wrgs:695,756  wck:990.0  ngds:2,970  sols:27  bounds:43..50
    run420  dpts:47..77  robin:Wdeg-Rand  effs:466,797,197  asgs:(3911,noefs=52,fails=1245)  fails:321,248  wrgs:698,727  wck:993.3  ngds:2,972  sols:27  bounds:43..50
    run421  dpts:37..73  robin:PickOnDom-First  effs:468,173,462  asgs:(3362,noefs=12,fails=1307)  fails:322,555  wrgs:701,349  wck:995.9  ngds:2,977  sols:27  bounds:43..50
    run422  dpts:99..141  robin:WdegOnDom-Last  effs:470,738,643  asgs:(4893,noefs=39,fails=1372)  fails:323,927  wrgs:704,869  wck:999.7  ngds:2,986  sols:27  bounds:43..50
    run423  dpts:61..114  robin:FrbaOnDom-Rand  effs:472,326,181  asgs:(3176,noefs=143,fails=1441)  fails:325,368  wrgs:707,475  wck:1004.2  ngds:2,995  sols:27  bounds:43..50
    run424  dpts:58..84  robin:Wdeg-First  effs:474,338,771  asgs:(3930,noefs=0,fails=1513)  fails:326,881  wrgs:710,587  wck:1007.4  ngds:2,999  sols:27  bounds:43..50
    run425  dpts:35..88  robin:PickOnDom-Last  effs:475,497,060  asgs:(3709,noefs=169,fails=1589)  fails:328,470  wrgs:713,196  wck:1010.1  ngds:3,007  sols:27  bounds:43..50
    run426  dpts:1101..1138  robin:WdegOnDom-Rand  effs:477,321,611  asgs:(6009,noefs=219,fails=1668)  fails:330,138  wrgs:716,668  wck:1013.3  ngds:3,015  sols:27  bounds:43..50
    run427  dpts:49..102  robin:FrbaOnDom-First  effs:479,223,264  asgs:(4303,noefs=164,fails=1752)  fails:331,890  wrgs:720,514  wck:1018.8  ngds:3,036  sols:27  bounds:43..50
    run428  dpts:49..76  robin:Wdeg-Last  effs:482,211,711  asgs:(5157,noefs=25,fails=1839)  fails:333,729  wrgs:724,241  wck:1025.6  ngds:3,044  sols:27  bounds:43..50
    run429  dpts:27..52  robin:PickOnDom-Rand  effs:483,853,094  asgs:(4363,noefs=31,fails=1931)  fails:335,660  wrgs:727,420  wck:1028.3  ngds:3,054  sols:27  bounds:43..50
    run430  dpts:1065..1093  robin:WdegOnDom-First  effs:487,311,238  asgs:(8400,noefs=190,fails=2028)  fails:337,688  wrgs:733,408  wck:1034.1  ngds:3,060  sols:27  bounds:43..50
    run431  dpts:72..116  robin:FrbaOnDom-Last  effs:490,484,894  asgs:(4019,noefs=151,fails=2129)  fails:339,817  wrgs:736,254  wck:1041.8  ngds:3,098  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run432  dpts:127..168  robin:Wdeg-Rand  effs:494,357,754  asgs:(6704,noefs=0,fails=2236)  fails:342,053  wrgs:741,702  wck:1048.8  ngds:3,106  sols:27  bounds:43..50
    run433  dpts:126..169  robin:PickOnDom-First  effs:499,228,294  asgs:(9343,noefs=0,fails=2348)  fails:344,401  wrgs:750,050  wck:1058.1  ngds:3,114  sols:27  bounds:43..50
    run434  dpts:124..151  robin:WdegOnDom-Last  effs:502,880,752  asgs:(7503,noefs=53,fails=2465)  fails:346,866  wrgs:755,025  wck:1064.2  ngds:3,119  sols:27  bounds:43..50
