instance_id,instance,family,target_run,target_status,target_validation,target_detail,any_kat_incumbent,kat_incumbent_run_count,kat_incumbent_runs,any_external_incumbent,external_incumbent_run_count,external_incumbent_runs
905,competition/2022-2025/COP22to25/TestScheduling-t030m20r05-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1d1a452a-direct-order=13023; 1d1a452a-log-scop=6843; 2c9fbcd6-order-ge-guarded-1800s=3195; 31b6e7a3-scip-log-scop-rerun2=3195; 31b6e7a3-scip-rerun1=3195; 835f8aaf-scip-log-scop-dynamic=3195; 9c976720-scip-direct-order-dynamic=4473; 9c976720-scip-log-scop-dynamic=3195; a32997fd-direct-order=12875; aac6b714-scip-direct-order-dynamic=13023; bd3c9f7d-scip-direct-order-dynamic=13023; bd3c9f7d-scip-log-scop-dynamic=3195,1,4,ace64g-rr-20260505=3195; pycsp3-extra-ortools-1t-rerun1-20260505=3195.0; pycsp3-extra-ortools-1t-verbose1-20260509=3195.0; pycsp3-extra-ortools-20260505=3195.0
906,competition/2022-2025/COP22to25/TestScheduling-t030m20r10-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,11,1d1a452a-direct-order=11355; 1d1a452a-log-scop=6741; 31b6e7a3-scip-log-scop-rerun2=3702; 31b6e7a3-scip-rerun1=4313; 835f8aaf-scip-log-scop-dynamic=3702; 9c976720-scip-direct-order-dynamic=5393; 9c976720-scip-log-scop-dynamic=3702; a32997fd-direct-order=11189; aac6b714-scip-direct-order-dynamic=11355; bd3c9f7d-scip-direct-order-dynamic=11355; bd3c9f7d-scip-log-scop-dynamic=3702,1,4,ace64g-rr-20260505=3702; pycsp3-extra-ortools-1t-rerun1-20260505=3702.0; pycsp3-extra-ortools-1t-verbose1-20260509=3702.0; pycsp3-extra-ortools-20260505=3702.0
907,competition/2022-2025/COP22to25/TestScheduling-t050m10r03-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,6,1d1a452a-log-scop=20111; 31b6e7a3-scip-log-scop-rerun2=19232; 835f8aaf-scip-log-scop-dynamic=18199; 9c976720-scip-log-scop-dynamic=19216; a32997fd-direct-order=20786; bd3c9f7d-scip-log-scop-dynamic=20432,1,4,ace64g-rr-20260505=7067; pycsp3-extra-ortools-1t-rerun1-20260505=7067.0; pycsp3-extra-ortools-1t-verbose1-20260509=7067.0; pycsp3-extra-ortools-20260505=7067.0
908,competition/2022-2025/COP22to25/TestScheduling-t050m10r05-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=20461; 31b6e7a3-scip-log-scop-rerun2=18849; 835f8aaf-scip-log-scop-dynamic=18489; 9c976720-scip-log-scop-dynamic=18820; bd3c9f7d-scip-log-scop-dynamic=20498,1,4,ace64g-rr-20260505=5397; pycsp3-extra-ortools-1t-rerun1-20260505=5397.0; pycsp3-extra-ortools-1t-verbose1-20260509=5397.0; pycsp3-extra-ortools-20260505=5397.0
909,competition/2022-2025/COP22to25/TestScheduling-t050m10r10-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=23076; 31b6e7a3-scip-log-scop-rerun2=17835; 835f8aaf-scip-log-scop-dynamic=19418; 9c976720-scip-log-scop-dynamic=17581; bd3c9f7d-scip-log-scop-dynamic=23058,1,4,ace64g-rr-20260505=6499; pycsp3-extra-ortools-1t-rerun1-20260505=6499.0; pycsp3-extra-ortools-1t-verbose1-20260509=6499.0; pycsp3-extra-ortools-20260505=6499.0
910,competition/2022-2025/COP22to25/TestScheduling-t050m20r03-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=19920; 31b6e7a3-scip-log-scop-rerun2=19297; 835f8aaf-scip-log-scop-dynamic=16850; 9c976720-scip-log-scop-dynamic=19135; bd3c9f7d-scip-log-scop-dynamic=19922,1,4,ace64g-rr-20260505=3869; pycsp3-extra-ortools-1t-rerun1-20260505=3869.0; pycsp3-extra-ortools-1t-verbose1-20260509=3869.0; pycsp3-extra-ortools-20260505=3869.0
911,competition/2022-2025/COP22to25/TestScheduling-t050m20r05-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,9,1d1a452a-direct-order=19764; 1d1a452a-log-scop=19149; 31b6e7a3-scip-log-scop-rerun2=18290; 835f8aaf-scip-log-scop-dynamic=18447; 9c976720-scip-direct-order-dynamic=19764; 9c976720-scip-log-scop-dynamic=18230; a32997fd-direct-order=19759; aac6b714-scip-direct-order-dynamic=19764; bd3c9f7d-scip-log-scop-dynamic=19317,1,4,ace64g-rr-20260505=6273; pycsp3-extra-ortools-1t-rerun1-20260505=6273.0; pycsp3-extra-ortools-1t-verbose1-20260509=6273.0; pycsp3-extra-ortools-20260505=6273.0
912,competition/2022-2025/COP22to25/TestScheduling-t050m20r10-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=21290; 31b6e7a3-scip-log-scop-rerun2=16737; 835f8aaf-scip-log-scop-dynamic=16673; 9c976720-scip-log-scop-dynamic=16673; bd3c9f7d-scip-log-scop-dynamic=17192,1,4,ace64g-rr-20260505=5211; pycsp3-extra-ortools-1t-rerun1-20260505=5211.0; pycsp3-extra-ortools-1t-verbose1-20260509=5211.0; pycsp3-extra-ortools-20260505=5211.0
913,competition/2022-2025/COP22to25/TestScheduling-t100m10r03-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=8711; pycsp3-extra-ortools-1t-rerun1-20260505=8711.0; pycsp3-extra-ortools-1t-verbose1-20260509=8711.0; pycsp3-extra-ortools-20260505=8711.0
914,competition/2022-2025/COP22to25/TestScheduling-t100m10r05-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=7304; pycsp3-extra-ortools-1t-rerun1-20260505=7406.0; pycsp3-extra-ortools-1t-verbose1-20260509=7406.0; pycsp3-extra-ortools-20260505=7304.0
915,competition/2022-2025/COP22to25/TestScheduling-t100m10r10-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=10491; pycsp3-extra-ortools-1t-rerun1-20260505=10491.0; pycsp3-extra-ortools-1t-verbose1-20260509=10491.0; pycsp3-extra-ortools-20260505=10491.0
916,competition/2022-2025/COP22to25/TestScheduling-t100m20r03-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=6585; pycsp3-extra-ortools-1t-rerun1-20260505=6585.0; pycsp3-extra-ortools-1t-verbose1-20260509=6585.0; pycsp3-extra-ortools-20260505=6585.0
917,competition/2022-2025/COP22to25/TestScheduling-t100m20r05-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=9098; pycsp3-extra-ortools-1t-rerun1-20260505=9098.0; pycsp3-extra-ortools-1t-verbose1-20260509=9098.0; pycsp3-extra-ortools-20260505=9098.0
918,competition/2022-2025/COP22to25/TestScheduling-t100m20r10-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=12430; pycsp3-extra-ortools-1t-rerun1-20260505=12469.0; pycsp3-extra-ortools-1t-verbose1-20260509=12469.0; pycsp3-extra-ortools-20260505=12412.0
931,competition/2022-2025/COP22to25/TravelingTournament-galaxy36_c24.xml.lzma,TravelingTournament,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,6,1d1a452a-direct-order=274285; 31b6e7a3-scip-rerun1=274285; 835f8aaf-scip-direct-order-dynamic=279010; 835f8aaf-scip-log-scop-dynamic=278048; 9c976720-scip-direct-order-dynamic=274285; bd3c9f7d-scip-direct-order-dynamic=274285,1,1,ace64g-rr-20260505=240684
932,competition/2022-2025/COP22to25/TravelingTournament-galaxy40_c24.xml.lzma,TravelingTournament,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,4,1d1a452a-direct-order=404025; 31b6e7a3-scip-rerun1=404025; 9c976720-scip-direct-order-dynamic=404025; bd3c9f7d-scip-direct-order-dynamic=404025,1,1,ace64g-rr-20260505=362220
981,competition/2022-2025/COP22to25/WordGolf-6-ogd2008-50-1_c24.xml.lzma,WordGolf,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,8,1173b3f4-scip-direct-order-extge-eager-dynwatch=48; 1d1a452a-direct-order=49; 31b6e7a3-scip-rerun1=48; 835f8aaf-scip-direct-order-dynamic=48; 9c976720-scip-direct-order-dynamic=32; a32997fd-direct-order=12; aac6b714-scip-direct-order-dynamic=49; bd3c9f7d-scip-direct-order-dynamic=49,1,3,ace64g-rr-20260505=12; pycsp3-extra-ortools-1t-rerun1-20260505=12.0; pycsp3-extra-ortools-1t-verbose1-20260509=12.0
982,competition/2022-2025/COP22to25/WordGolf-6-ogd2008-50-2_c24.xml.lzma,WordGolf,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,8,1173b3f4-scip-direct-order-extge-eager-dynwatch=11; 1d1a452a-direct-order=49; 31b6e7a3-scip-rerun1=49; 835f8aaf-scip-direct-order-dynamic=18; 9c976720-scip-direct-order-dynamic=49; a32997fd-direct-order=47; aac6b714-scip-direct-order-dynamic=37; bd3c9f7d-scip-direct-order-dynamic=49,1,3,ace64g-rr-20260505=11; pycsp3-extra-ortools-1t-rerun1-20260505=11.0; pycsp3-extra-ortools-1t-verbose1-20260509=31.0
984,competition/2022-2025/COP22to25/WordGolf-7-ogd2008-50-0_c24.xml.lzma,WordGolf,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
987,competition/2022-2025/COP22to25/WordGolf-7-ogd2008-50-3_c24.xml.lzma,WordGolf,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
