instance_id,instance,family,row_present,row_nonempty,log_present,values_present,status,reason,detail,incumbent,validation,sat_started,failure_class,current_stage,last_completed_stage,log_outcome,wctime,cputime,maxrss_kib,maxmm_kib,maxvm_kib,timeout_flag,memout_flag,exitstatus,slurm_task_id,slurm_state,slurm_exit_code,slurm_elapsed,slurm_maxrss,first_sat_start_ms,last_sat_start_ms,sat_rounds,sat_solve_done_rounds,sat_solve_ms_total,source_constraints,normalized_constraints,propagate_ms,normalize_ms,lower_ms,post_lower_ms,root_lp_ms,preencode_ms,encode_ms,sat_vars,sat_clauses,sat_init_vars,sat_init_clauses,ext_ge_specs,relaxed_circuits,lowered_int_vars,lowered_bool_vars,lowered_linear_atoms,lowered_table_atoms,lowered_table_tuples,lowered_alldiff_atoms,lowered_circuit_atoms,lowered_logical_clauses,circuit_cegar_failures,circuit_cegar_rounds,circuit_cegar_added_clauses,cumulative_cegar_failures,cumulative_cegar_rounds,cumulative_cegar_added_clauses,cop_cegar_failures,cop_cegar_rounds,cop_cegar_added_clauses,baseline_status,baseline_sat_started,baseline_stage,baseline_outcome,log_path,values_path
357,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-005_c25.xml.lzma,FlexibleJobshopScen,1,0,1,1,,,,8255,no_solution,1,incumbent,decode,encode,MO,386.074,383.281,111812368,124568160,174987900,false,false,35072,81,OUT_OF_MEMORY,0:125,00:06:30,,61000,64000,2,2,3035,,,0,0,24276,4345,0,12709,15561,11256693,28346712,11256693,28346712,0,0,1067292,2134042,2859568,0,0,0,0,5155092,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443231-81-357/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443231-81-357/values.log
358,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-020_c25.xml.lzma,FlexibleJobshopScen,1,0,1,1,,,,33940,no_solution,1,incumbent,decode,encode,MO,674.157,670.486,108614928,124581772,132990968,false,false,35072,82,OUT_OF_MEMORY,0:125,00:11:17,,258000,271000,2,2,14799,,,2,0,99836,15814,0,55294,66276,44987422,114810260,44987422,114810260,0,0,4257189,8512846,11406766,0,0,0,0,20677716,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443232-82-358/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443232-82-358/values.log
359,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-080_c25.xml.lzma,FlexibleJobshopScen,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,encode,MO,1154.64,1142.32,120544728,124531804,137633164,false,false,35072,83,OUT_OF_MEMORY,0:125,00:19:22,,,,0,0,0,,,8,0,420170,69569,0,263465,350804,179022569,458391160,,,0,0,16917280,33829068,45328044,0,0,0,0,82508893,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443242-83-359/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443242-83-359/values.log
360,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-200_c25.xml.lzma,FlexibleJobshopScen,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,preencode(order-ge),root_lp,TO,1804,1565.71,85898392,87050848,93904648,true,false,36608,84,COMPLETED,0:0,00:30:11,,,,0,0,0,15234,15234,20,0,1128473,320685,0,,,,,,,,,42242598,84471784,113182259,0,0,0,0,206072745,0,0,0,0,0,0,0,0,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443243-84-360/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443243-84-360/values.log
361,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-400_c25.xml.lzma,FlexibleJobshopScen,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,lower,normalize,TO,1804.06,1795.56,110757972,110758892,116933688,true,false,36608,85,COMPLETED,0:0,00:30:12,,,,0,0,0,30434,30434,41,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443244-85-361/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443244-85-361/values.log
362,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-005_c25.xml.lzma,FlexibleJobshopScen,1,0,1,1,,,,8535,no_solution,1,incumbent,decode,encode,MO,409.693,407.086,124621900,124619044,125084212,false,false,35072,86,OUT_OF_MEMORY,0:125,00:06:54,,75000,83000,2,2,11926,,,0,0,29646,5433,0,14804,19246,13538331,35938042,13538331,35938042,0,0,1309056,2617450,3492544,0,0,0,0,6347911,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443245-86-362/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443245-86-362/values.log
363,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-020_c25.xml.lzma,FlexibleJobshopScen,1,0,1,1,,,,36880,no_solution,1,incumbent,decode,encode,MO,799.354,795.918,124016332,124595968,134843172,false,false,35072,87,OUT_OF_MEMORY,0:125,00:13:23,,317000,354000,2,2,54338,,,2,0,121673,19827,0,64302,84521,54101208,146841199,54101208,146841199,0,0,5201450,10401008,13877514,0,0,0,0,25632149,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443247-87-363/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443247-87-363/values.log
364,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-080_c25.xml.lzma,FlexibleJobshopScen,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,1254.72,1246.44,118051096,124596124,137179948,false,false,35072,88,OUT_OF_MEMORY,0:125,00:21:01,,,,0,0,0,,,10,0,528406,98718,0,332793,,,,,,,,20912648,41818484,55798303,0,0,0,0,102950538,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443252-88-364/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443252-88-364/values.log
365,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-200_c25.xml.lzma,FlexibleJobshopScen,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,preencode(order-ge),root_lp,TO,1802.97,1795.23,107119640,107122660,123604220,true,false,36608,89,COMPLETED,0:0,00:30:05,,,,0,0,0,18645,18645,26,0,1442549,287046,0,,,,,,,,,52352312,104687972,139683734,0,0,0,0,257665469,0,0,0,0,0,0,0,0,0,unknown,0,post_lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443259-89-365/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443259-89-365/values.log
366,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-400_c25.xml.lzma,FlexibleJobshopScen,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,lower,normalize,TO,1804.67,1755.53,104603040,107569708,114639928,true,false,36608,90,COMPLETED,0:0,00:30:11,,,,0,0,0,37245,37245,53,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443260-90-366/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443260-90-366/values.log
367,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-005_c25.xml.lzma,FlexibleJobshopScen,1,0,1,1,,,,2917,no_solution,1,incumbent,decode,encode,MO,369.746,367.564,124415204,124621912,174389332,false,false,35072,91,OUT_OF_MEMORY,0:125,00:06:14,,42000,44000,2,2,3107,,,0,0,16832,2651,0,8654,10668,7930472,19275649,7930472,19275649,0,0,732764,1464998,2101340,0,0,0,0,3668962,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443261-91-367/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443261-91-367/values.log
368,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-020_c25.xml.lzma,FlexibleJobshopScen,1,0,1,1,,,,8044,no_solution,1,incumbent,decode,encode,MO,612.415,607.918,117419788,124601584,130954752,false,false,35072,92,OUT_OF_MEMORY,0:125,00:10:15,,186000,205000,2,2,26849,,,2,0,68611,12443,0,40297,48641,32052046,77696556,32052046,77696556,0,0,2962922,5924204,8496275,0,0,0,0,14817500,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443262-92-368/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443262-92-368/values.log
369,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-080_c25.xml.lzma,FlexibleJobshopScen,1,1,1,1,sat,timeout_signal,incumbent_interrupted_by_signal,47255,valid,1,incumbent,relaxation,decode,TO,1802.52,1614.98,86206640,88814176,101306088,true,false,36608,93,COMPLETED,0:0,00:30:07,,1068000,1155000,2,2,93185,5885,5885,8,0,301642,59834,0,184912,271677,128589736,312847789,128589736,312847789,0,0,11872262,23738444,34051781,0,0,0,0,59540246,0,0,0,0,2,0,0,2,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443265-93-369/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443265-93-369/values.log
370,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-200_c25.xml.lzma,FlexibleJobshopScen,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,preencode(order-ge),root_lp,TO,1805.2,1574.89,99747636,119250444,126719544,true,false,36608,94,COMPLETED,0:0,00:30:09,,,,0,0,0,14645,14645,21,0,777981,154313,0,,,,,,,,,29749513,59484066,85328862,0,0,0,0,150149432,0,0,0,0,0,0,0,0,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443266-94-370/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443266-94-370/values.log
371,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-400_c25.xml.lzma,FlexibleJobshopScen,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,post_lower,lower,TO,1803.45,1795.49,103039116,102985372,111842068,true,false,36608,95,COMPLETED,0:0,00:30:07,,,,0,0,0,29245,29245,44,0,1716665,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443269-95-371/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443269-95-371/values.log
395,competition/2022-2025/COP22to25/Fortress1-09_c25.xml.lzma,Fortress1,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,1286.55,1279.14,122666860,124603348,125297120,false,false,35072,96,OUT_OF_MEMORY,0:125,00:21:32,,,,0,0,0,,,25,0,2240,479,0,5,,,,,,,,5155,0,3,1116,4792,0,0,1119,,,,,,,,,,,0,encode,MO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443270-96-395/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443270-96-395/values.log
396,competition/2022-2025/COP22to25/Fortress1-10_c25.xml.lzma,Fortress1,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,encode(order-ge),preencode(order-ge),TO,1802.44,1796.06,85663204,85663976,100189268,true,false,36608,97,COMPLETED,0:0,00:30:07,,,,0,0,0,3701,3701,39,0,4695,911,0,8,,,,,,,,7395,0,3,1713,7386,0,0,1716,0,0,0,0,0,0,0,0,0,unknown,0,encode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443271-97-396/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443271-97-396/values.log
420,competition/2022-2025/COP22to25/GBACP-table-UD06_c23.xml.lzma,GBACP,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,encode(order-ge),preencode(order-ge),TO,1800.62,1793.4,25683864,25675820,29396724,true,false,36608,98,COMPLETED,0:0,00:30:04,,,,0,0,0,190,190,160,0,84,11,0,26,,,,,,,,6940,0,14398,80,119840,0,0,12456,0,0,0,0,0,0,0,0,0,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443280-98-420/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443280-98-420/values.log
428,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR05x250-25-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,511.235,504.265,121961164,124606660,147475864,false,false,35072,99,OUT_OF_MEMORY,0:125,00:08:35,,,,0,0,0,,,0,0,70,16,0,4,,,,,,,,256,0,11,0,0,0,0,11,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443286-99-428/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443286-99-428/values.log
431,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR05x500-25-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,658.298,646.922,102809320,124615512,143094012,false,false,35072,100,OUT_OF_MEMORY,0:125,00:11:03,,,,0,0,0,,,0,0,272,60,0,9,,,,,,,,506,0,11,0,0,0,0,11,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443291-100-431/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443291-100-431/values.log
432,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR05x500-50-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,650.874,647.195,123917804,124614200,139515572,false,false,35072,101,OUT_OF_MEMORY,0:125,00:10:54,,,,0,0,0,,,0,0,271,61,0,9,,,,,,,,506,0,11,0,0,0,0,11,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443331-101-432/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443331-101-432/values.log
433,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR05x500-75-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,603.412,599.823,122870196,124599520,144989784,false,false,35072,102,OUT_OF_MEMORY,0:125,00:10:09,,,,0,0,0,,,0,0,272,60,0,9,,,,,,,,506,0,11,0,0,0,0,11,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443351-102-433/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443351-102-433/values.log
434,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR10x250-25-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,509.275,507.093,124616484,124545132,147482008,false,false,35072,103,OUT_OF_MEMORY,0:125,00:08:38,,,,0,0,0,,,0,0,132,28,0,8,,,,,,,,261,0,21,0,0,0,0,21,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443353-103-434/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443353-103-434/values.log
435,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR10x250-50-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,488.865,487.045,124605444,124600248,152264988,false,false,35072,104,OUT_OF_MEMORY,0:125,00:08:13,,,,0,0,0,,,0,0,133,27,0,8,,,,,,,,261,0,21,0,0,0,0,21,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443356-104-435/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443356-104-435/values.log
436,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR10x250-75-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,597.759,595.726,124592896,124585620,148853912,false,false,35072,105,OUT_OF_MEMORY,0:125,00:10:07,,,,0,0,0,,,0,0,133,31,0,8,,,,,,,,261,0,21,0,0,0,0,21,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443361-105-436/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443361-105-436/values.log
437,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR30x500-25-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,587.725,584.202,120243352,124609448,140233520,false,false,35072,106,OUT_OF_MEMORY,0:125,00:09:53,,,,0,0,0,,,0,0,1507,332,0,52,,,,,,,,531,0,61,0,0,0,0,61,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443362-106-437/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443362-106-437/values.log
438,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR30x500-50-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,544.048,542.008,124330768,124613172,141249720,false,false,35072,107,OUT_OF_MEMORY,0:125,00:09:09,,,,0,0,0,,,0,0,1513,315,0,51,,,,,,,,531,0,61,0,0,0,0,61,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443378-107-438/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443378-107-438/values.log
439,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR30x500-75-1_c23.xml.lzma,GeneralizedMKP,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,556.308,554.082,124217052,124612988,145808716,false,false,35072,108,OUT_OF_MEMORY,0:125,00:09:22,,,,0,0,0,,,0,0,1518,337,0,52,,,,,,,,531,0,61,0,0,0,0,61,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443380-108-439/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443380-108-439/values.log
